MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber,band_gap,formula,formation_energy
6.0,47.0,41.0,15.0,12.8,6.0,65.0,87.0,22.0,78.6,6.719999999999999,77.0,12.0107,107.8682,95.8575,32.77768,30.036208,12.0107,54.8,3823.0,3768.2,1798.1060000000002,1619.9152000000001,54.8,11.0,16.0,5.0,14.2,1.44,14.0,2.0,5.0,3.0,2.6,0.9600000000000002,2.0,66.0,145.0,79.0,85.8,23.68,66.0,1.93,3.44,1.51,2.782,0.5264000000000001,2.55,1.0,2.0,1.0,1.8,0.31999999999999995,2.0,0.0,4.0,4.0,2.4,1.28,2.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,6.2,1.92,4.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,2.4,1.2799999999999998,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.6,1.12,2.0,5.64,16.33,10.689999999999998,9.164,2.8663999999999996,5.64,0.0,4.496,4.496,1.7984000000000002,2.1580800000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,127.4,92.32000000000001,12.0,0.7095,Ag(CO)2,-0.6242780280833337
35.0,52.0,17.0,46.05882352941177,3.9031141868512087,47.0,65.0,95.0,30.0,76.17647058823529,13.148788927335639,65.0,79.904,127.6,47.696,107.57611764705882,9.766629757785468,107.8682,265.8,1234.93,969.1300000000001,943.3729411764706,343.0083044982699,1234.93,11.0,17.0,6.0,13.235294117647058,2.629757785467128,11.0,4.0,5.0,1.0,4.823529411764706,0.29065743944636696,5.0,120.0,145.0,25.0,138.94117647058823,7.1280276816609005,145.0,1.93,2.96,1.03,2.151764705882353,0.2852595155709343,1.93,1.0,2.0,1.0,1.411764705882353,0.4844290657439447,1.0,0.0,5.0,5.0,1.8235294117647058,2.1453287197231834,0.0,10.0,10.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,17.0,6.0,13.235294117647058,2.629757785467128,11.0,0.0,1.0,1.0,0.5882352941176471,0.48442906574394456,1.0,0.0,2.0,2.0,0.6470588235294118,0.7612456747404844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.2352941176470589,0.35986159169550175,1.0,16.33,34.7633333333,18.4333333333,22.987843137247058,7.832756632055363,16.33,0.0,1.457,1.457,0.3662941176470588,0.43093425605536334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,179.41176470588235,53.63321799307958,225.0,0.774,Ag10Te4Br3,-0.265056194313724
15.0,47.0,32.0,28.210526315789473,14.833795013850416,16.0,65.0,94.0,29.0,78.86842105263158,10.948753462603879,88.0,30.973762,107.8682,76.89443800000001,62.139922315789484,36.10127185595568,32.065,171.6,1234.93,1063.3300000000002,697.9397368421054,423.9396814404433,388.36,11.0,17.0,6.0,14.0,2.3684210526315788,16.0,3.0,5.0,2.0,3.789473684210526,0.9556786703601107,3.0,102.0,145.0,43.0,120.76315789473684,19.13434903047091,105.0,1.93,3.16,1.2300000000000002,2.3281578947368424,0.343421052631579,2.58,1.0,2.0,1.0,1.605263157894737,0.47783933518005534,2.0,0.0,5.0,5.0,2.3947368421052633,1.8905817174515234,4.0,0.0,10.0,10.0,3.9473684210526314,4.7783933518005535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,11.0,6.0,7.947368421052632,2.4099722991689747,6.0,0.0,1.0,1.0,0.39473684210526316,0.47783933518005534,0.0,0.0,3.0,3.0,1.236842105263158,1.0138504155124655,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.631578947368421,0.5983379501385041,2.0,16.33,25.786875,9.456875,21.613511904757893,4.17119360901939,25.786875,0.0,2.493,2.493,1.2950263157894737,1.0223891966759002,2.202,0.0,0.0,0.0,0.0,0.0,0.0,2.0,225.0,223.0,123.55263157894737,80.09002770083102,70.0,1.2258,Ag15P4S16Cl3,-0.4819532262781948
16.0,53.0,37.0,41.28,10.6144,47.0,65.0,96.0,31.0,75.76,12.912000000000003,65.0,32.065,126.90447,94.83947,94.63479520000001,26.206381695999994,107.8682,265.8,1234.93,969.1300000000001,891.158,412.52639999999997,1234.93,11.0,17.0,6.0,13.2,2.6399999999999992,11.0,3.0,5.0,2.0,4.56,0.6688000000000001,5.0,105.0,145.0,40.0,135.04,13.219200000000006,145.0,1.93,2.96,1.03,2.218,0.3456,1.93,1.0,2.0,1.0,1.4,0.4799999999999999,1.0,0.0,5.0,5.0,1.8,2.16,0.0,0.0,10.0,10.0,8.0,3.2,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,17.0,11.0,11.2,2.3199999999999994,11.0,0.0,1.0,1.0,0.6,0.48,1.0,0.0,2.0,2.0,0.6,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,1.2,0.31999999999999995,1.0,16.33,43.015,26.685000000000002,23.016975000000002,8.02437,16.33,0.0,2.202,2.202,0.6686,0.8023199999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,161.8,75.83999999999999,225.0,0.5666000000000002,Ag15S5I4Br,-0.216711580299999
16.0,80.0,64.0,33.44444444444444,14.635802469135804,47.0,65.0,88.0,23.0,76.86111111111111,10.868827160493828,65.0,32.065,200.59,168.525,75.19840555555555,36.00601697530865,107.8682,234.32,1234.93,1000.6100000000001,838.2944444444445,408.4995061728395,1234.93,11.0,16.0,5.0,13.555555555555555,2.3580246913580245,11.0,3.0,6.0,3.0,4.083333333333333,0.9212962962962964,5.0,105.0,145.0,40.0,125.08333333333333,18.087962962962965,145.0,1.93,2.58,0.6500000000000001,2.2305555555555556,0.2912037037037038,1.93,1.0,2.0,1.0,1.5555555555555556,0.4938271604938272,1.0,0.0,4.0,4.0,2.0,1.8888888888888888,0.0,0.0,10.0,10.0,5.833333333333333,4.861111111111111,10.0,0.0,14.0,14.0,0.3888888888888889,0.7561728395061729,0.0,6.0,26.0,20.0,9.777777777777779,3.148148148148148,11.0,0.0,1.0,1.0,0.4444444444444444,0.4938271604938272,1.0,0.0,3.0,3.0,1.1666666666666667,1.1018518518518519,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.6111111111111112,0.632716049382716,1.0,16.33,25.786875,9.456875,21.167241977969443,4.2997706470839505,16.33,0.0,2.202,2.202,0.9175,1.0704166666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,152.22222222222223,68.51851851851853,225.0,1.1099,Ag16HgAs4S15,-0.2941709578935175
8.0,47.0,39.0,18.58823529411765,14.948096885813149,8.0,50.0,87.0,37.0,77.88235294117646,12.871972318339104,87.0,15.9994,107.8682,91.86880000000001,40.91818823529412,35.17946574394464,15.9994,54.8,2896.0,2841.2,695.0270588235295,903.8499653979239,54.8,6.0,16.0,10.0,13.647058823529411,3.3217993079584773,16.0,2.0,5.0,3.0,2.8823529411764706,1.2456747404844293,2.0,66.0,154.0,88.0,90.82352941176471,35.04498269896194,66.0,1.93,3.44,1.51,3.0364705882352943,0.5696885813148789,3.44,1.0,2.0,1.0,1.7058823529411764,0.41522491349480967,2.0,0.0,4.0,4.0,2.823529411764706,1.6608996539792387,4.0,0.0,10.0,10.0,2.0588235294117645,2.9065743944636675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,11.0,5.0,6.588235294117647,1.038062283737024,6.0,0.0,1.0,1.0,0.29411764705882354,0.41522491349480967,0.0,0.0,2.0,2.0,1.411764705882353,0.8304498269896193,2.0,0.0,5.0,5.0,0.8823529411764706,1.4532871972318337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,2.588235294117647,1.204152249134948,2.0,9.105,16.33,7.224999999999998,11.117058823529412,2.8405536332179926,9.105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,229.0,217.0,75.3529411764706,89.43944636678201,12.0,0.9809,Ag2(MoO4)3,-1.118035937254902
16.0,47.0,31.0,31.8,12.64,16.0,65.0,88.0,23.0,78.0,10.4,65.0,32.065,107.8682,75.8032,70.9576,31.11408,32.065,388.36,1234.93,846.57,867.316,383.1648,388.36,11.0,16.0,5.0,13.8,2.2399999999999998,11.0,3.0,5.0,2.0,4.0,0.8,3.0,105.0,145.0,40.0,123.8,16.96,105.0,1.93,2.58,0.6500000000000001,2.2399999999999998,0.27199999999999996,1.93,1.0,2.0,1.0,1.6,0.48,1.0,0.0,4.0,4.0,2.2,1.7600000000000002,0.0,0.0,10.0,10.0,6.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,9.0,9.8,3.04,6.0,0.0,1.0,1.0,0.4,0.4800000000000001,0.0,0.0,3.0,3.0,1.4,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.8,0.6399999999999999,1.0,16.33,25.786875,9.456875,21.28175,3.9614000000000003,16.33,0.0,2.202,2.202,0.8808,1.0569600000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,151.2,64.96000000000001,70.0,0.537967792458586,Ag2AsS2,-0.1463472128124948
5.0,47.0,42.0,10.347826086956522,6.374291115311909,8.0,65.0,87.0,22.0,79.8695652173913,8.060491493383745,87.0,10.811,107.8682,97.0572,22.183330434782608,14.901716446124762,15.9994,54.8,2348.0,2293.2,955.0547826086957,1017.6793194706995,54.8,11.0,16.0,5.0,14.521739130434783,1.671077504725898,16.0,2.0,5.0,3.0,2.260869565217391,0.4763705103969753,2.0,66.0,145.0,79.0,79.1304347826087,14.843100189035919,66.0,1.93,3.44,1.51,2.821739130434783,0.6989035916824196,3.44,1.0,2.0,1.0,1.9130434782608696,0.1587901701323251,2.0,0.0,4.0,4.0,2.608695652173913,1.5727788279773158,4.0,0.0,10.0,10.0,0.8695652173913043,1.5879017013232513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,8.0,5.391304347826087,1.66351606805293,6.0,0.0,1.0,1.0,0.08695652173913043,0.15879017013232516,0.0,0.0,5.0,5.0,2.869565217391304,1.4820415879017015,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,4.0,2.9565217391304346,1.4215500945179582,2.0,7.1725,16.33,9.157499999999999,9.06108695652174,1.313799621928166,9.105,0.0,1.524,1.524,0.5300869565217391,0.6914177693761815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,84.08695652173913,81.48960302457468,12.0,3.2651,Ag2B8O13,-2.5106557157246367
16.0,83.0,67.0,38.0,24.0,16.0,65.0,94.0,29.0,83.77777777777777,8.345679012345682,88.0,32.065,208.9804,176.9154,88.97757777777777,61.730419753086416,32.065,171.6,1234.93,1063.3300000000002,562.9933333333333,298.63851851851854,388.36,11.0,17.0,6.0,14.88888888888889,1.7283950617283947,16.0,3.0,6.0,3.0,4.111111111111111,1.2345679012345678,3.0,102.0,148.0,46.0,122.77777777777777,21.086419753086417,105.0,1.93,3.16,1.2300000000000002,2.44,0.4133333333333334,2.58,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,0.0,5.0,5.0,3.111111111111111,1.432098765432099,4.0,0.0,10.0,10.0,4.444444444444445,4.938271604938271,0.0,0.0,14.0,14.0,3.111111111111111,4.839506172839506,0.0,6.0,29.0,23.0,12.444444444444445,7.358024691358025,6.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,3.0,3.0,1.5555555555555556,0.9382716049382717,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.7777777777777777,0.691358024691358,2.0,16.33,32.95,16.620000000000005,24.990625,4.068333333333333,25.786875,0.0,2.493,2.493,1.2879999999999998,1.1448888888888888,2.202,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,90.22222222222223,59.901234567901234,70.0,1.6367999999999996,Ag2Bi2S3Cl2,-0.7483016348148147
7.0,47.0,40.0,22.857142857142858,17.26530612244898,8.0,65.0,95.0,30.0,81.14285714285714,9.22448979591837,87.0,14.0067,107.8682,93.8615,51.09218571428572,40.67538367346939,15.9994,54.8,1234.93,1180.13,423.30142857142863,463.7877551020409,54.8,11.0,17.0,6.0,14.571428571428571,2.0408163265306123,16.0,2.0,5.0,3.0,3.142857142857143,1.3061224489795917,2.0,66.0,145.0,79.0,97.0,34.0,66.0,1.93,3.44,1.51,2.882857142857143,0.5444897959183673,3.44,1.0,2.0,1.0,1.7142857142857142,0.4081632653061225,2.0,0.0,5.0,5.0,2.857142857142857,1.6326530612244898,4.0,0.0,10.0,10.0,4.285714285714286,4.8979591836734695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,17.0,12.0,8.857142857142858,3.5510204081632653,6.0,0.0,1.0,1.0,0.2857142857142857,0.40816326530612246,0.0,0.0,3.0,3.0,1.4285714285714286,0.9387755102040816,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.7142857142857142,0.6122448979591837,2.0,9.105,29.48,20.375,14.889107142857142,4.992193877551019,9.105,0.0,6.437,6.437,1.1277142857142857,1.6110204081632653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,106.28571428571429,92.89795918367348,12.0,1.6045,Ag2BrNO3,-0.5787847004761899
6.0,47.0,41.0,17.2,11.92,8.0,65.0,94.0,29.0,81.9,7.7399999999999975,87.0,12.0107,107.8682,95.8575,37.32693999999999,28.216503999999997,15.9994,54.8,3823.0,3768.2,713.5070000000001,830.4678,54.8,11.0,17.0,6.0,14.8,1.6799999999999997,16.0,2.0,5.0,3.0,2.8,0.96,2.0,66.0,145.0,79.0,90.8,26.759999999999998,66.0,1.93,3.44,1.51,2.8950000000000005,0.518,3.44,1.0,2.0,1.0,1.8,0.32,2.0,0.0,5.0,5.0,3.0,1.4,4.0,0.0,10.0,10.0,2.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,11.0,7.0,6.8,1.72,6.0,0.0,1.0,1.0,0.2,0.32,0.0,0.0,4.0,4.0,1.8,0.8800000000000001,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,0.6,2.0,5.64,25.786875,20.146874999999998,13.9773125,5.565312499999999,9.105,0.0,6.437,6.437,1.5628000000000002,1.87536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,102.0,86.0,12.0,2.5329,Ag2CSNClO4,-0.2103397435833329
8.0,47.0,39.0,13.0,7.0,8.0,65.0,88.0,23.0,85.46666666666667,3.1599999999999984,87.0,15.9994,107.8682,91.86880000000001,27.225126666666664,15.716017333333332,15.9994,54.8,1234.93,1180.13,238.74066666666667,257.5169333333333,54.8,11.0,16.0,5.0,15.6,0.7200000000000003,16.0,2.0,5.0,3.0,2.466666666666667,0.6533333333333334,2.0,66.0,145.0,79.0,80.86666666666666,20.81333333333333,66.0,1.93,3.44,1.51,3.119666666666667,0.44846666666666657,3.44,1.0,2.0,1.0,1.9333333333333333,0.12444444444444441,2.0,0.0,4.0,4.0,3.6666666666666665,0.6000000000000001,4.0,0.0,10.0,10.0,1.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,6.6,1.0799999999999996,6.0,0.0,1.0,1.0,0.06666666666666667,0.12444444444444444,0.0,0.0,4.0,4.0,1.9333333333333333,0.2577777777777778,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,0.13333333333333333,2.0,9.105,25.786875,16.681874999999998,13.386375,5.993925,9.105,0.0,2.202,2.202,0.4531666666666666,0.6995333333333332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,44.9,46.059999999999995,12.0,2.8072,Ag2Ge(S2O7)3,-1.5999475659999998
8.0,47.0,39.0,22.0,15.555555555555555,8.0,65.0,87.0,22.0,80.33333333333333,7.407407407407408,87.0,15.9994,107.8682,91.86880000000001,49.001488888888886,36.668987654320986,15.9994,54.8,1234.93,1180.13,574.0733333333333,576.9703703703703,54.8,11.0,16.0,5.0,14.444444444444445,1.728395061728395,16.0,2.0,5.0,3.0,3.111111111111111,1.2345679012345678,2.0,66.0,145.0,79.0,95.55555555555556,32.839506172839506,66.0,1.93,3.44,1.51,2.7866666666666666,0.7259259259259259,3.44,1.0,2.0,1.0,1.7777777777777777,0.34567901234567905,2.0,0.0,4.0,4.0,2.6666666666666665,1.4814814814814816,4.0,0.0,10.0,10.0,4.444444444444445,4.938271604938271,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,8.0,8.88888888888889,3.2098765432098766,6.0,0.0,1.0,1.0,0.2222222222222222,0.345679012345679,0.0,0.0,4.0,4.0,2.0,0.8888888888888888,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.2222222222222223,0.7901234567901235,2.0,9.105,23.005,13.899999999999999,13.799444444444443,5.216049382716048,9.105,0.0,0.383,0.383,0.08511111111111111,0.13239506172839505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,106.66666666666667,105.18518518518519,12.0,0.7502,Ag2Ge2O5,-1.4854306390740732
16.0,82.0,66.0,34.0,18.5,16.0,65.0,88.0,23.0,80.25,7.9375,88.0,32.065,207.2,175.135,77.97954999999999,47.2494375,32.065,388.36,1234.93,846.57,729.4137499999999,373.2546875,388.36,11.0,16.0,5.0,14.25,1.75,16.0,3.0,6.0,3.0,4.0,1.0,3.0,105.0,146.0,41.0,122.0,17.5,105.0,1.93,2.58,0.6500000000000001,2.315,0.2687500000000001,2.58,1.0,2.0,1.0,1.75,0.375,2.0,0.0,4.0,4.0,2.5,1.5,4.0,0.0,10.0,10.0,5.0,5.0,0.0,0.0,14.0,14.0,1.75,3.0625,0.0,6.0,28.0,22.0,11.0,5.0,6.0,0.0,1.0,1.0,0.25,0.375,0.0,0.0,4.0,4.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.25,0.875,2.0,16.33,28.11,11.780000000000001,23.365312499999998,3.607734375,25.786875,0.0,2.202,2.202,1.1488749999999999,1.053125,2.202,0.0,0.0,0.0,0.0,0.0,0.0,70.0,225.0,155.0,147.5,77.5,70.0,1.3699000000000003,Ag2GePbS4,-0.5503585122916661
1.0,47.0,46.0,10.142857142857142,10.071428571428571,1.0,65.0,95.0,30.0,86.10714285714286,6.72704081632653,92.0,1.00794,107.8682,106.86026,21.568106428571433,22.911618214285713,1.00794,14.01,3823.0,3808.99,577.9271428571428,789.2303061224491,14.01,1.0,17.0,16.0,8.857142857142858,6.734693877551021,1.0,1.0,5.0,4.0,2.0357142857142856,0.9107142857142857,1.0,31.0,145.0,114.0,66.82142857142857,30.704081632653065,31.0,1.93,3.04,1.11,2.4932142857142856,0.3317857142857142,2.2,1.0,2.0,1.0,1.5,0.5,1.0,0.0,5.0,5.0,1.6428571428571428,1.6428571428571428,0.0,0.0,10.0,10.0,1.4285714285714286,2.4489795918367347,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0,16.0,4.571428571428571,3.183673469387755,1.0,0.0,1.0,1.0,0.5,0.5,1.0,0.0,4.0,4.0,1.3571428571428572,1.4081632653061225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,1.8571428571428572,0.979591836734694,1.0,5.64,29.48,23.84,12.63904017857143,6.663257334183673,6.615,0.0,7.853,7.853,5.566642857142857,2.332744897959184,7.853,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,173.64285714285714,37.872448979591844,194.0,2.7767,Ag2H12C3S3(BrN3)2,-0.3954791203869052
1.0,47.0,46.0,7.5,7.375,1.0,65.0,94.0,29.0,84.83333333333333,7.930555555555557,92.0,1.00794,107.8682,106.86026,15.723707500000003,17.001523125000002,1.00794,14.01,3823.0,3808.99,1080.6970833333332,1396.856944444444,14.01,1.0,17.0,16.0,7.5,6.5,1.0,1.0,5.0,4.0,1.7916666666666667,0.7916666666666665,1.0,31.0,145.0,114.0,59.708333333333336,28.70833333333333,31.0,1.93,3.16,1.2300000000000002,2.41,0.2899999999999999,2.2,1.0,2.0,1.0,1.4166666666666667,0.48611111111111116,1.0,0.0,5.0,5.0,1.0833333333333333,1.2638888888888888,0.0,0.0,10.0,10.0,0.8333333333333334,1.5277777777777777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,3.3333333333333335,2.333333333333333,1.0,0.0,1.0,1.0,0.5833333333333334,0.4861111111111111,1.0,0.0,4.0,4.0,1.4166666666666667,1.6874999999999998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,3.0,2.0,1.25,1.0,5.64,24.4975,18.857499999999998,8.94515625,3.9827343749999997,6.615,0.0,7.853,7.853,5.959,2.0135,7.853,0.0,0.0,0.0,0.0,0.0,0.0,64.0,225.0,161.0,191.16666666666666,10.59722222222223,194.0,3.4853,Ag2H12C6N3Cl,-0.071818341180555
1.0,47.0,46.0,7.913043478260869,7.5311909262759915,1.0,65.0,92.0,27.0,86.8695652173913,5.497164461247641,92.0,1.00794,107.8682,106.86026,16.518307826086954,17.23882404536862,1.00794,14.01,1234.93,1220.92,152.07565217391303,208.86896030245742,14.01,1.0,16.0,15.0,7.565217391304348,6.850661625708884,1.0,1.0,5.0,4.0,1.7826086956521738,0.8166351606805292,1.0,31.0,145.0,114.0,57.17391304347826,27.31190926275993,31.0,1.93,3.44,1.51,2.554782608695652,0.4788657844990547,2.2,1.0,2.0,1.0,1.391304347826087,0.47637051039697537,1.0,0.0,4.0,4.0,1.391304347826087,1.6937618147448017,0.0,0.0,10.0,10.0,0.8695652173913043,1.5879017013232513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,10.0,3.652173913043478,2.767485822306238,1.0,0.0,1.0,1.0,0.6086956521739131,0.47637051039697537,1.0,0.0,3.0,3.0,0.9565217391304348,1.164461247637051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,1.565217391304348,0.6880907372400757,1.0,6.615,25.786875,19.171875,10.144429347826089,4.044423440453686,6.615,0.0,7.853,7.853,5.312434782608696,3.0421776937618143,7.853,0.0,0.0,0.0,0.0,0.0,0.0,12.0,225.0,213.0,159.65217391304347,59.153119092627605,194.0,2.9412000000000003,Ag2H12S(NO)4,-0.716890268731884
